artist_uri,track_uri,track_name,track_pop,track_album,release_date,track_duration_ms,track_key,track_bpm,track_dance,track_energy,track_valence,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,artist_name,artist_pop,artist_genres,followers,artist_image,ranking,region,acquisition_date
spotify:artist:4ptGOXi053ILmLfMcIG2hB,spotify:track:5GV7OpSEb8MPTryL0Q5i6c,Mtg Quero Te Encontrar,82,Mtg Quero Te Encontrar,2024-02-23,171755,11,86.095,0.733,0.588,0.376,-0.161,0.175,0.593,3.66e-05,DJ JZ,64,[],19383,https://i.scdn.co/image/ab6761610000e5eb2bb28089eb3a57450bbe4646,1,Brasil,2024-04-15
spotify:artist:7gZu6kPnY9enEi5FvgTO4F,spotify:track:1cIS13bqNfZcTs8LSK8r0a,Gosta De Rua - Ao Vivo,72,Questão de Tempo (Ao Vivo / Vol.2),2024-03-29,171335,3,106.064,0.675,0.893,0.607,-5.164,0.141,0.548,0,Felipe e Rodrigo,63,"['sertanejo', 'sertanejo pop']",71413,https://i.scdn.co/image/ab6761610000e5eba525432ee8e4eae0bc16fa5e,2,Brasil,2024-04-15
spotify:artist:1elUiq4X7pxej6FRlrEzjM,spotify:track:6X6jKoyw1OjogRghMEQAZV,Haverá Sinais - Ao Vivo,84,Haverá Sinais (Ao Vivo),2024-02-14,190272,8,110.0,0.747,0.8,0.718,-4.22,0.0328,0.132,0,Jorge & Mateus,80,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",18797467,https://i.scdn.co/image/ab6761610000e5eb242a8ef8cfdde955f7067581,3,Brasil,2024-04-15
spotify:artist:5kVgcCdPbeUwxBqWxi2Ktl,spotify:track:6P1mkNAmgihFwFRBhpaev3,ENTRA NA DEFENDER,80,ENTRA NA DEFENDER,2024-03-21,174727,1,130.0,0.749,0.44,0.301,-8.747,0.269,0.0667,0,Luan Pereira,77,['agronejo'],1823276,https://i.scdn.co/image/ab6761610000e5ebd4b0fbf97b9756052c67618a,4,Brasil,2024-04-15
spotify:artist:0kj68SnX4WCXwveyBbRX8p,spotify:track:3hfCle1QRfbwIpQ1B746lV,Aquariano Nato,84,Funktroit,2023-07-25,116308,0,80.599,0.664,0.704,0.744,0.005,0.349,0.778,0.00105,MC Saci,76,"['funk bh', 'funk mtg']",253785,https://i.scdn.co/image/ab6761610000e5ebd75a6b5015cb2d469386a8a1,5,Brasil,2024-04-15
spotify:artist:6xlRSRMLgZbsSNd0BMobwy,spotify:track:6mJCx80Wc91GPi9ew9bkmD,RAM TCHUM,83,RAM TCHUM,2024-02-29,129419,2,133.088,0.844,0.782,0.525,-2.754,0.0487,0.14,1.28e-05,DENNIS,73,"['funk carioca', 'funk das antigas', 'sertanejo universitario']",2131579,https://i.scdn.co/image/ab6761610000e5eb4ca8b241787391c0d625a162,6,Brasil,2024-04-15
spotify:artist:487N2T9nIPEHrlTZLL3SQs,spotify:track:42JNab8NPeCADJ9D3Cl5wS,Barulho Do Foguete - Ao Vivo,84,"Escolhas, Vol. 2 (Ao Vivo)",2023-06-22,133547,4,79.994,0.646,0.871,0.624,-6.195,0.219,0.172,0,Zé Neto & Cristiano,78,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",18978100,https://i.scdn.co/image/ab6761610000e5ebd3332d80d4e5ea58423e50a9,7,Brasil,2024-04-15
spotify:artist:2q9wk5fkeU2C9CgCKdh4AN,spotify:track:7pnqm6UEb7SzpDxb53wULT,Diz Aí Qual é o Plano?,74,Todo Mundo Odeia o IG,2024-03-21,703158,4,72.308,0.59,0.581,0.58,-3.614,0.495,0.348,0,Mc IG,82,"['funk carioca', 'funk consciente', 'funk mtg', 'funk paulista']",3386830,https://i.scdn.co/image/ab6761610000e5eb720c2b2700ba4da0d6bbecfa,8,Brasil,2024-04-15
spotify:artist:1LIuN7ov1IBQDdLsU83ojl,spotify:track:1WHDOr19zyyqu6XXIvdgfX,Morena De Goiânia - Ao Vivo,76,062 (Ao Vivo),2024-03-21,166804,0,110.991,0.767,0.743,0.764,-3.855,0.0496,0.418,0,Hugo & Guilherme,77,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",1697815,https://i.scdn.co/image/ab6761610000e5eb8f536fda8a3d7f84e4271d9a,9,Brasil,2024-04-15
spotify:artist:3JcD2LnyvfEki9d7705GaY,spotify:track:6Gn8SHd3RIWjOermcidCJk,A Internet É Toxica,81,A Internet É Toxica,2023-08-29,161884,5,81.432,0.6,0.862,0.821,-0.684,0.404,0.597,0,Dj Lc,70,['funk mtg'],20412,https://i.scdn.co/image/ab6761610000e5eb08172f8113797749c7157a55,10,Brasil,2024-04-15
spotify:artist:2Z0lRIqr997lIUiPtrpKCr,spotify:track:4ssTFuVeNJG8py5dr2P2pV,Não Recomendo - Ao Vivo,83,Não Recomendo (Ao Vivo),2023-11-28,141216,2,158.074,0.5,0.857,0.816,-3.582,0.0974,0.266,0,Matheus & Kauan,77,"['agronejo', 'arrocha', 'pop nacional', 'sertanejo', 'sertanejo universitario']",10774029,https://i.scdn.co/image/ab6761610000e5ebff2a2232c16593087e851ff4,11,Brasil,2024-04-15
spotify:artist:2eK9gcJQ6uqVvJL63dnOM3,spotify:track:6cFW2FPaUL4YRJfS9zFJaV,Dois Tristes - Ao Vivo,62,Simone Mendes - Só Hits,2024-04-04,189441,3,180.22,0.421,0.813,0.559,-2.927,0.0574,0.313,0,Simone Mendes,77,"['sertanejo', 'sertanejo universitario']",1280520,https://i.scdn.co/image/ab6761610000e5eb0aeab894a183255edfc84057,12,Brasil,2024-04-15
