artist_uri,track_uri,track_name,track_pop,track_album,release_date,track_duration_ms,track_key,track_bpm,track_dance,track_energy,track_valence,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,artist_name,artist_pop,artist_genres,followers,artist_image,ranking,region,acquisition_date
spotify:artist:22wbnEMDvgVIAGdFeek6ET,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,94,Beautiful Things,2024-01-18,180304,10,105.029,0.472,0.471,0.219,-5.692,0.0603,0.151,0,Benson Boone,78,['singer-songwriter pop'],1256733,https://i.scdn.co/image/ab6761610000e5ebb2ce21a89c09c00d80d8ca25,1,USA,2024-02-07
spotify:artist:2RQXRUsr4IW1f3mKyKsy4B,spotify:track:0mflMxspEfB0VbI1kyLiAv,Stick Season,97,Stick Season,2022-10-14,182347,9,117.913,0.662,0.488,0.817,-6.894,0.0682,0.782,0,Noah Kahan,86,['pov: indie'],2165230,https://i.scdn.co/image/ab6761610000e5eb7bfba04955b666b8b8219541,2,USA,2024-02-07
spotify:artist:1URnnhqYAYcrqrcwql10ft,spotify:track:52eIcoLUM25zbQupAZYoFh,redrum,96,american dream,2024-01-12,270698,2,172.089,0.624,0.74,0.246,-8.445,0.0481,0.00529,0.000224,21 Savage,93,"['atl hip hop', 'hip hop', 'rap']",16963519,https://i.scdn.co/image/ab6761610000e5eba5e754a9c1fc7ad7ee01798b,3,USA,2024-02-07
spotify:artist:40ZNYROS4zLfyyBSs2PGe2,spotify:track:4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),94,Zach Bryan,2023-08-25,227196,0,77.639,0.429,0.453,0.155,-7.746,0.0459,0.554,2e-06,Zach Bryan,88,['classic oklahoma country'],3195966,https://i.scdn.co/image/ab6761610000e5eb4fd54df35bfcfa0fc9fc2da7,4,USA,2024-02-07
spotify:artist:2bA6fzP0lMAQ4kz6CF61w8,spotify:track:4TJUS843fKiqqIzycM74Oy,Should've Been A Cowboy,73,Toby Keith,1993-04-20,211307,7,133.439,0.618,0.672,0.705,-7.92,0.0353,0.441,1.49e-06,Toby Keith,67,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",2188869,https://i.scdn.co/image/ab6761610000e5eb1b6b9d83cfd806b328496207,5,USA,2024-02-07
spotify:artist:2LIk90788K0zvyj2JJVwkJ,spotify:track:4xhsWYTOGcal8zt0J161CU,Lovin On Me,99,Lovin On Me,2023-11-10,138411,2,104.983,0.943,0.558,0.606,-4.911,0.0568,0.0026,2.19e-06,Jack Harlow,84,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']",3520781,https://i.scdn.co/image/ab6761610000e5eb2aab40ce03f3fa86163f78bb,6,USA,2024-02-07
spotify:artist:08PvCOlef4xdOr20jFSTPd,spotify:track:6uTPdRrEDeH8Fyg5L5qmeU,Never Lose Me,92,Never Lose Me,2023-11-30,125902,1,121.964,0.781,0.567,0.0743,-7.857,0.0969,0.0504,0,Flo Milli,75,['viral rap'],846384,https://i.scdn.co/image/ab6761610000e5eb2dd4342359c7b3aca2bca63c,7,USA,2024-02-07
spotify:artist:2uYWxilOVlUdk4oV9DvwqK,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,99,The Land Is Inhospitable and So Are We,2023-09-15,137773,9,113.95,0.504,0.308,0.121,-14.958,0.0321,0.868,0.135,Mitski,84,"['brooklyn indie', 'pov: indie']",6819370,https://i.scdn.co/image/ab6761610000e5eb4bdb3888818637acb71c4a13,8,USA,2024-02-07
spotify:artist:3Me35AWHCGqW4sZ7bWWJt1,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,La Diabla,99,La Diabla,2023-11-30,172264,11,131.842,0.751,0.819,0.697,-4.372,0.0409,0.255,0,Xavi,86,['sad sierreno'],2038089,https://i.scdn.co/image/ab6761610000e5ebf25379218c13e6aef1f1793d,9,USA,2024-02-07
spotify:artist:45dkTj5sMRSjrmBSBeiHym,spotify:track:3rUGC1vUpkDG9CZFHMur1t,greedy,100,greedy,2023-09-15,131872,6,111.018,0.75,0.733,0.844,-3.18,0.0319,0.256,0,Tate McRae,86,"['alt z', 'pop']",4725252,https://i.scdn.co/image/ab6761610000e5eb846308bf9bf7d3183958b3a6,10,USA,2024-02-07
spotify:artist:2bA6fzP0lMAQ4kz6CF61w8,spotify:track:0M7mWKqwTIaVjYyxfZmtTa,"Courtesy Of The Red, White And Blue (The Angry American)",70,Unleashed,2002-01-01,195533,2,111.762,0.424,0.661,0.384,-5.547,0.0425,0.521,1.62e-06,Toby Keith,67,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",2188869,https://i.scdn.co/image/ab6761610000e5eb1b6b9d83cfd806b328496207,11,USA,2024-02-07
spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,93,SOS,2022-12-09,201800,5,143.008,0.559,0.551,0.392,-7.231,0.132,0.141,0,SZA,89,"['pop', 'r&b', 'rap']",17388970,https://i.scdn.co/image/ab6761610000e5eb0895066d172e1f51f520bc65,12,USA,2024-02-07
spotify:artist:06HL4z0CvFAxyc27GXpf02,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,99,Lover,2019-08-23,178427,9,169.994,0.552,0.702,0.564,-5.707,0.157,0.117,2.06e-05,Taylor Swift,100,['pop'],100904345,https://i.scdn.co/image/ab6761610000e5eb859e4c14fa59296c8649e0e4,13,USA,2024-02-07
spotify:artist:33qOK5uJ8AR2xuQQAhHump,spotify:track:17phhZDn6oGtzMe56NuWvj,Lose Control,92,I've Tried Everything But Therapy (Part 1),2023-09-15,210689,9,159.92,0.561,0.604,0.242,-4.409,0.0337,0.199,1.9e-05,Teddy Swims,79,[],1304331,https://i.scdn.co/image/ab6761610000e5ebf76e11a5f3c08955fecea690,14,USA,2024-02-07
spotify:artist:181bsRPaVXVlUKXrxwZfHK,spotify:track:79AHPJd8upvNxyK2qQcY8J,HISS,88,HISS,2024-01-26,192819,1,167.137,0.745,0.663,0.686,-5.056,0.423,0.078,0,Megan Thee Stallion,80,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",8626269,https://i.scdn.co/image/ab6761610000e5eb6fcd1b700654bccf1adee3ed,15,USA,2024-02-07
spotify:artist:2bA6fzP0lMAQ4kz6CF61w8,spotify:track:7G6l2FtQyRhQgYgut2I6i8,As Good As I Once Was,73,Honkytonk University,2005-01-01,227840,5,119.075,0.68,0.87,0.646,-4.461,0.0393,0.266,0,Toby Keith,67,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",2188869,https://i.scdn.co/image/ab6761610000e5eb1b6b9d83cfd806b328496207,16,USA,2024-02-07
spotify:artist:2sF5nNXnrrsCPZlt8ZpyGd,spotify:track:69phA1R4gmQsBFRQ3INW8C,ONE CALL,82,Ghetto Fabulous,2023-11-17,121399,1,158.105,0.65,0.539,0.253,-7.281,0.0561,0.00617,2.67e-05,Rich Amiri,70,['rage rap'],224892,https://i.scdn.co/image/ab6761610000e5eb711c9f3cff67fa8a58d047c6,17,USA,2024-02-07
spotify:artist:2bA6fzP0lMAQ4kz6CF61w8,spotify:track:7E2DqvnVtbIrFrL5X6YH9Q,Beer For My Horses,71,Unleashed,2002-01-01,204000,10,119.005,0.717,0.85,0.805,-5.329,0.0473,0.368,0,Toby Keith,67,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",2188869,https://i.scdn.co/image/ab6761610000e5eb1b6b9d83cfd806b328496207,18,USA,2024-02-07
spotify:artist:2bA6fzP0lMAQ4kz6CF61w8,spotify:track:7rDcULv8vV16vetBjPJhuE,How Do You Like Me Now?!,68,How Do You Like Me Now?!,1999-01-01,209067,0,109.609,0.648,0.667,0.669,-8.986,0.0311,0.0534,6.94e-06,Toby Keith,67,"['classic oklahoma country', 'contemporary country', 'country', 'country road']",2188869,https://i.scdn.co/image/ab6761610000e5eb1b6b9d83cfd806b328496207,19,USA,2024-02-07
spotify:artist:4Gso3d4CscCijv0lmajZWs,spotify:track:7sTyAjxDXq9afwfSQy6D0s,Bandit,82,Bandit,2024-02-01,147744,1,130.031,0.671,0.615,0.109,-9.593,0.0955,0.00113,1.3e-06,Don Toliver,82,"['pop rap', 'rap', 'trap']",3800031,https://i.scdn.co/image/ab6761610000e5eb99280563ab81232f397d5dce,20,USA,2024-02-07
spotify:artist:40ZNYROS4zLfyyBSs2PGe2,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,91,Something in the Orange,2022-04-22,228013,4,175.212,0.369,0.192,0.148,-12.151,0.04,0.555,8.35e-06,Zach Bryan,88,['classic oklahoma country'],3195966,https://i.scdn.co/image/ab6761610000e5eb4fd54df35bfcfa0fc9fc2da7,21,USA,2024-02-07
spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",98,The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,244685,8,87.51,0.522,0.641,0.202,-6.287,0.0318,0.0545,0,The Weeknd,95,"['canadian contemporary r&b', 'canadian pop', 'pop']",78659839,https://i.scdn.co/image/ab6761610000e5eb214f3cf1cbe7139c1e26ffbb,22,USA,2024-02-07
spotify:artist:1U1el3k54VvEUzo3ybLPlM,spotify:track:6XaJfhwof7qIgbbXO5tIQI,Igual Que Un Ángel (with Peso Pluma),95,ORQUÍDEAS,2024-01-12,260371,5,107.999,0.685,0.61,0.464,-5.36,0.0343,0.00348,0.00054,Kali Uchis,87,['colombian pop'],6442438,https://i.scdn.co/image/ab6761610000e5eb51dfdac248da65a860963b68,23,USA,2024-02-07
spotify:artist:4Ga1P7PMIsmqEZqhYZQgDo,spotify:track:6rjuKpPydT2SxN15TZpV7r,500lbs,87,TEC,2023-09-22,144390,7,122.986,0.722,0.785,0.529,-5.451,0.0763,0.0942,0,Lil Tecca,81,"['melodic rap', 'pluggnb', 'rap']",6922527,https://i.scdn.co/image/ab6761610000e5eb813e1723a386e3f7a41b8096,24,USA,2024-02-07
spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,spotify:track:6wsqVwoiVH2kde4k4KKAFU,I KNOW ?,92,UTOPIA,2023-07-28,211582,5,117.995,0.927,0.619,0.817,-4.441,0.0539,0.0186,0,Travis Scott,93,"['hip hop', 'rap', 'slap house']",26891611,https://i.scdn.co/image/ab6761610000e5eb19c2790744c792d05570bb71,25,USA,2024-02-07
spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:track:1yeB8MUNeLo9Ek1UEpsyz6,Rich Baby Daddy (feat. Sexyy Red & SZA),93,For All The Dogs,2023-10-06,319192,2,146.01,0.645,0.729,0.142,-4.56,0.0528,0.0377,0,Drake,96,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",84268060,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,26,USA,2024-02-07
spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7,spotify:track:1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),94,The Forever Story (Extended Version),2022-10-31,229938,5,75.956,0.575,0.56,0.471,-7.302,0.478,0.173,0,JID,79,"['hip hop', 'pop rap', 'rap', 'underground hip hop']",1585640,https://i.scdn.co/image/ab6761610000e5eb10781f7b76a5eb0d397e02c9,27,USA,2024-02-07
spotify:artist:1McMsnEElThX1knmY4oliG,spotify:track:1kuGVB7EU95pJObxwvfwKS,vampire,95,GUTS,2023-09-08,219724,5,138.005,0.511,0.532,0.35,-5.745,0.0578,0.177,0,Olivia Rodrigo,88,['pop'],32704017,https://i.scdn.co/image/ab6761610000e5ebe03a98785f3658f0b6461ec4,28,USA,2024-02-07
spotify:artist:5fi7lIgJGH3RgUpJYcffQ7,spotify:track:4HMop4Re0iucehmF7mgV27,act ii: date @ 8,88,act ii: date @ 8,2023-12-15,158537,5,138.811,0.718,0.417,0.749,-13.02,0.0502,0.435,8.73e-05,4batz,69,[],192179,https://i.scdn.co/image/ab6761610000e5eb8cb56f0eb52de6fea2ea830a,29,USA,2024-02-07
spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",95,"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,222370,0,78.403,0.444,0.0911,0.142,-17.665,0.0307,0.959,1.05e-06,Billie Eilish,88,"['art pop', 'pop']",91328801,https://i.scdn.co/image/ab6761610000e5ebd8b9980db67272cb4d2c3daf,30,USA,2024-02-07
spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,spotify:track:42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),92,UTOPIA,2023-07-28,191701,3,148.038,0.569,0.882,0.201,-2.777,0.06,0.0316,0,Travis Scott,93,"['hip hop', 'rap', 'slap house']",26891611,https://i.scdn.co/image/ab6761610000e5eb19c2790744c792d05570bb71,31,USA,2024-02-07
spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,spotify:track:6WzRpISELf3YglGAh7TXcG,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),96,Popular (Music from the HBO Original Series),2023-06-02,215467,1,99.029,0.855,0.678,0.852,-6.276,0.189,0.0569,3.69e-05,The Weeknd,95,"['canadian contemporary r&b', 'canadian pop', 'pop']",78659839,https://i.scdn.co/image/ab6761610000e5eb214f3cf1cbe7139c1e26ffbb,32,USA,2024-02-07
spotify:artist:3Me35AWHCGqW4sZ7bWWJt1,spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY,La Víctima,96,La Víctima,2023-08-17,156346,11,140.082,0.778,0.835,0.666,-3.598,0.0767,0.152,0,Xavi,86,['sad sierreno'],2038089,https://i.scdn.co/image/ab6761610000e5ebf25379218c13e6aef1f1793d,33,USA,2024-02-07
spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,spotify:track:7gaA3wERFkFkgivjwbSvkG,"yes, and?",97,"yes, and?",2024-01-12,214994,1,119.008,0.788,0.758,0.823,-6.513,0.0505,0.198,8.5e-05,Ariana Grande,90,['pop'],95230693,https://i.scdn.co/image/ab6761610000e5ebd254ca4d4fb43ef3051be3d7,34,USA,2024-02-07
spotify:artist:718COspgdWOnwOFpJHRZHS,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,88,Gettin' Old,2023-03-24,265493,8,97.994,0.712,0.603,0.67,-5.52,0.0262,0.186,0,Luke Combs,83,"['contemporary country', 'country']",9947774,https://i.scdn.co/image/ab6761610000e5eb5db6179b28f7e3654898b279,35,USA,2024-02-07
